Number of queries 	Duration since launch	Lock time
200	1755651	499.675
201	1760655	497.19900497512435
202	1828488	494.74257425742576
203	1833491	492.3152709359606
204	1838494	489.9117647058824
205	1843498	487.5365853658537
206	1915267	485.18446601941747
207	1920272	482.8550724637681
208	1925277	480.55288461538464
209	1930283	478.2631578947368
210	2002128	476.0
211	2007133	473.7582938388626
212	2012138	471.561320754717
213	2017147	469.36619718309856
214	2087014	467.1775700934579
215	2092018	465.0186046511628
216	2097023	462.8888888888889
217	2102030	460.7695852534562
218	2174692	458.6651376146789
219	2179697	456.57990867579906
220	2184700	454.55
221	2189711	452.5022624434389
222	2261669	450.47297297297297
223	2266673	448.4663677130045
224	2271678	446.46875
225	2347885	444.4977777777778
226	2352890	442.53982300884957
227	2357894	440.59911894273125
228	2433091	438.67543859649123
229	2438095	436.8122270742358
230	2443109	434.9217391304348
231	2519000	433.04329004329
