Number of queries 	Duration since launch	Lock time
1	5610	6.0
2	11014	9.5
3	16029	7.666666666666667
4	21036	8.5
5	26050	8.2
6	31059	10.333333333333334
7	36082	9.285714285714286
8	41087	9.25
9	46098	8.88888888888889
10	51106	8.7
11	56115	79.45454545454545
12	61905	72.91666666666667
13	66908	67.46153846153847
14	71912	63.0
15	76919	59.13333333333333
16	93419	56.0
17	98430	53.23529411764706
18	103441	50.44444444444444
19	108447	48.89473684210526
20	113471	46.5
21	118474	162.38095238095238
22	125956	155.72727272727272
23	130974	149.2608695652174
24	135983	143.08333333333334
25	140986	137.44
26	145990	132.26923076923077
27	163151	127.4074074074074
28	168155	122.92857142857143
29	173159	118.72413793103448
30	178163	114.8
31	183166	111.16129032258064
32	192549	107.75
33	197553	104.51515151515152
34	202557	101.6470588235294
35	207566	98.8
36	212571	96.27777777777777
37	225962	93.83783783783784
38	230971	91.73684210526316
39	235987	89.53846153846153
40	240996	406.8
41	258778	396.9268292682927
42	285781	387.5238095238095
43	290785	378.86046511627904
44	295803	370.27272727272725
45	300806	362.1111111111111
46	308287	354.2826086956522
47	313291	346.8510638297872
48	318298	339.6666666666667
49	323303	332.8979591836735
50	334531	326.28
51	339536	320.6666666666667
52	344579	314.5192307692308
53	349583	308.60377358490564
54	364128	302.9259259259259
55	369132	297.6363636363636
56	374146	292.4107142857143
57	379154	287.3333333333333
58	392768	282.51724137931035
59	397778	278.1864406779661
60	402808	273.7
61	407820	269.2295081967213
62	412823	264.9193548387097
63	420953	260.73015873015873
64	425956	256.703125
65	430961	252.87692307692308
66	435971	249.16666666666666
67	440982	245.50746268656715
68	474793	241.9264705882353
69	479797	238.43478260869566
70	484800	235.12857142857143
71	489809	231.8732394366197
72	494815	228.68055555555554
73	500461	225.56164383561645
74	505465	222.55405405405406
75	510470	219.61333333333334
76	515474	216.73684210526315
77	520477	213.96103896103895
78	529789	211.24358974358975
79	534793	208.60759493670886
80	539798	540.0375
81	571523	533.4197530864197
82	578537	526.9268292682926
83	583541	520.6024096385543
84	588545	514.4404761904761
85	593550	508.4117647058824
86	598554	502.5232558139535
87	640579	496.7586206896552
88	645582	491.1363636363636
89	650585	485.64044943820227
90	655588	480.27777777777777
91	661365	475.010989010989
92	666368	469.8804347826087
93	671372	464.9032258064516
94	676381	460.0
95	685329	455.17894736842106
96	690333	450.46875
97	695337	445.8556701030928
98	700341	441.3265306122449
99	708912	436.8787878787879
100	713916	432.54
101	718920	428.2970297029703
102	723926	424.11764705882354
103	733233	420.02912621359224
104	738238	416.00961538461536
105	743241	412.06666666666666
106	748244	408.188679245283
107	758417	404.39252336448595
108	763421	400.6666666666667
109	768425	397.0091743119266
110	773429	393.42727272727274
111	784253	389.9009009009009
112	789257	386.44642857142856
113	794262	383.0619469026549
114	799268	379.7719298245614
115	804278	376.5217391304348
116	810931	373.2844827586207
117	815934	370.11965811965814
118	820939	367.0
119	825943	363.94117647058823
120	830948	360.94166666666666
121	837539	357.9669421487603
122	842543	355.0409836065574
123	847546	352.2032520325203
124	852554	349.3790322580645
125	857558	346.608
126	866229	343.8888888888889
127	871235	341.21259842519686
128	876241	338.5546875
129	881245	335.94573643410854
130	886249	333.37692307692305
131	951787	330.85496183206106
132	956792	328.3787878787879
133	961798	325.9248120300752
134	966802	323.5074626865672
135	971806	321.1333333333333
136	979372	318.77941176470586
137	984375	316.48175182481754
138	989381	314.2173913043478
139	994388	311.9712230215827
140	999392	309.7785714285714
141	1008259	307.59574468085106
142	1013263	305.4577464788732
143	1018269	303.3356643356643
144	1023274	301.24305555555554
145	1028279	299.19310344827585
146	1039632	297.16438356164383
147	1044637	295.15646258503403
148	1049641	293.18918918918916
149	1054647	291.23489932885906
150	1059651	289.31333333333333
151	1071379	287.4172185430464
152	1076384	285.55263157894734
153	1081390	283.70588235294116
154	1086395	281.93506493506493
155	1091408	280.13548387096773
156	1103448	278.3525641025641
157	1108452	632.5732484076433
158	1169345	628.5759493670886
159	1174349	624.62893081761
160	1253741	620.74375
161	1258746	616.9130434782609
162	1263752	613.1358024691358
163	1268759	609.3865030674847
164	1273763	605.6768292682926
165	1281148	602.0242424242424
166	1286153	598.4939759036145
167	1291171	594.9221556886228
168	1296176	591.3988095238095
169	1301182	587.9112426035502
170	1311565	584.4588235294118
171	1316569	581.0526315789474
172	1321573	577.6860465116279
173	1326577	574.3757225433526
174	1331584	571.080459770115
175	1346544	567.8285714285714
176	1351548	564.6193181818181
177	1356553	561.457627118644
178	1361560	558.3202247191011
179	1366565	555.2178770949721
180	1445711	552.1444444444444
181	1450715	549.110497237569
182	1455721	546.0989010989011
183	1460724	543.1366120218579
184	1465730	540.2608695652174
185	1541411	537.3459459459459
186	1546414	534.4731182795699
187	1551420	531.620320855615
188	1556424	528.8191489361702
189	1561431	526.047619047619
190	1626530	523.2894736842105
191	1631534	520.565445026178
192	1636539	517.8802083333334
193	1641546	515.2124352331606
194	1646551	512.5824742268042
195	1711115	509.9641025641026
196	1716119	507.38775510204084
197	1721126	504.8223350253807
198	1726130	502.35858585858585
199	1731149	499.8492462311558
200	1795620	497.36
201	1800624	494.8955223880597
202	1805628	492.46039603960395
203	1810632	490.07881773399015
204	1880422	487.6813725490196
205	1885425	485.3121951219512
206	1890428	482.9854368932039
207	1895435	480.6666666666667
