[14:23:03] Start Process 
7266	1	1.0
12731	2	3.5
17740	3	2.6666666666666665
22746	4	2.75
30175	5	2.6
37315	6	2.1666666666666665
44411	7	1.8571428571428572
50119	8	1.75
56106	9	2.6666666666666665
61530	10	2.4
68165	11	2.272727272727273
75113	12	2.0833333333333335
81030	13	2.0
88261	14	1.8571428571428572
